wbid	deletion	N2
Y66A7A.9	WBGene00194864	0.362719060691936	1.09050992233129
Y66C5A.1	WBGene00044156	15.8236817047087	34.2492357745872
Y66C5A.2	WBGene00044157	NA	NA
Y66D12A.1	WBGene00013427	2.02833912354538	3.70967366239389
Y66D12A.10	WBGene00013436	370.7306605884	305.215660814671
Y66D12A.11	WBGene00013437	4.71850713150885	3.07464824332847
Y66D12A.12	WBGene00013438	1531.69048265127	1491.44238073365
Y66D12A.13	WBGene00013439	52.968514964943	75.5643769552083
Y66D12A.14	WBGene00013440	96.8597457948639	171.173922579776
Y66D12A.15	WBGene00013441	626.695441824919	823.673125397099
Y66D12A.16	WBGene00013442	92.5053315259968	63.8380525520486
Y66D12A.17	WBGene00013443	302.157768684737	296.524659703747
Y66D12A.19	WBGene00013445	281.59069504921	492.64051346475
Y66D12A.20	WBGene00004960	24.7533693536211	20.5751954338391
Y66D12A.21	WBGene00013446	415.08439362546	345.482777251837
Y66D12A.22	WBGene00006573	193.205425079263	217.740896387844
Y66D12A.23	WBGene00013447	128.599070653167	132.361824729343
Y66D12A.24	WBGene00013448	91.4109185148902	84.7575977071034
Y66D12A.3	WBGene00013429	2.09323901679081	1.49901005376482
Y66D12A.5	WBGene00013431	86.1744328345876	98.1362855282313
Y66D12A.6	WBGene00013432	99.7269433161424	93.6624794646019
Y66D12A.7	WBGene00013433	116.901486714249	93.9623997892188
Y66D12A.8	WBGene00013434	939.121041316828	888.893156547156
Y66D12A.9	WBGene00013435	453.789350393239	596.957518257529
Y66H1A.2	WBGene00022044	384.850450324084	338.221109884206
Y66H1A.3	WBGene00022045	245.342914075175	212.145222127861
Y66H1A.4	WBGene00022046	2533.90408462284	3375.54552325029
Y66H1A.5	WBGene00022047	27.8626348991149	56.5978104400457
Y66H1A.6	WBGene00002041	29.4069882789513	69.7488507362741
Y66H1B.2	WBGene00022048	1448.08035593868	2708.27863583644
Y66H1B.4	WBGene00004981	244.215288030927	255.633954603226
Y67A10A.1	WBGene00013450	2.1361460911175	14.5379520662462
Y67A10A.10	WBGene00013459	2.78088419660179	6.5413229240522
Y67A10A.11	WBGene00044906	0.186228334395839	1.30987642830661
Y67A10A.15	WBGene00045310	NA	NA
Y67A10A.2	WBGene00013451	0.36272079994198	0.468000620470109
Y67A10A.3	WBGene00013452	0.186226500832933	1.4158424746294
Y67A10A.4	WBGene00013453	228.655594034451	206.611166522163
Y67A10A.5	WBGene00013454	0.18622835106234	0.516594374579092
Y67A10A.6	WBGene00013455	40.0124948981238	83.1097297913579
Y67A10A.7	WBGene00013456	40.3442869359458	94.2854663409379
Y67A10A.8	WBGene00013457	51.5566030839062	96.5223490729266
Y67A10A.9	WBGene00013458	292.923212908676	479.199205510683
Y67A6A.1	WBGene00013449	1.37213911914693	5.74587650220592
Y67A6A.2	WBGene00003652	44.6724350561296	356.314421245764
Y67D2.1	WBGene00022051	401.220891593696	574.18135022646
Y67D2.2	WBGene00022052	354.021523187372	501.366047966545
Y67D2.3	WBGene00022053	794.355338167476	905.39585781606
Y67D2.4	WBGene00022054	127.068607762022	114.741544618123
Y67D2.5	WBGene00022055	69.5949682236902	76.3567524279208
Y67D2.6	WBGene00022056	341.852571436371	434.749359792267
Y67D2.7	WBGene00022057	1112.49996590433	1174.07877378244
Y67D8A.1	WBGene00022058	1123.81325884031	1270.95824690504
Y67D8A.2	WBGene00022059	113.110873913725	152.7970841219
Y67D8A.3	WBGene00022060	621.036895664239	241.946488656949
Y67D8B.1	WBGene00022061	1.31090587544141	2.51787831654388
Y67D8B.2	WBGene00022062	7.33309905751847	8.43883280390241
Y67D8B.4	WBGene00022063	0.186229254907054	0.840693993357313
Y67D8B.5	WBGene00022064	4.78978042822768	7.37376992138939
Y67D8C.1	WBGene00022065	NA	NA
Y67D8C.10	WBGene00003153	3286.08564849701	7184.20148687331
Y67D8C.2	WBGene00022066	0.362718870917246	0.417956783398447
Y67D8C.3	WBGene00022067	256.591745593347	241.626548233827
Y67D8C.4	WBGene00022068	3.33958678977903	3.22237783815051
Y67D8C.5	WBGene00022069	6528.71084731712	12422.7396759064
Y67D8C.6	WBGene00022070	2.26463454905902	1.66059188425881
Y67D8C.7	WBGene00022071	0.657362139157815	0.439291608568436
Y67D8C.8	WBGene00022072	12.8274827228896	8.99350555840624
Y67D8C.9	WBGene00022073	345.758559745602	576.411565812904
Y67H2A.1	WBGene00013460	1123.13743843753	1293.69713511887
Y67H2A.10	WBGene00013465	3732.3496795296	4944.0785407713
Y67H2A.2	WBGene00013461	752.581608297863	1074.22949919573
Y67H2A.4	WBGene00013462	411.334236421085	593.443205049363
Y67H2A.5	WBGene00013463	4143.86705968967	4413.08262809644
Y67H2A.6	WBGene00000818	1242.5594298387	1450.0204246979
Y67H2A.7	WBGene00013464	209.531579780826	259.545126528113
Y67H2A.8	WBGene00001393	1602.57367319827	1936.84401984811
Y68A4A.10	WBGene00013469	0.744859452521064	0.218921729354432
Y68A4A.13	WBGene00044212	0.658806349465935	1.54612189414869
Y68A4A.2	WBGene00013466	0.362719801816998	0.218921219329348
Y68A4A.3	WBGene00006235	NA	NA
Y68A4A.6	WBGene00013468	0.186229379438537	0.274926316556657
Y68A4A.7	WBGene00005332	0.737452471468422	0.469341626175631
Y68A4A.9	WBGene00005443	0.362720569109508	0.272190960426391
Y68A4B.1	WBGene00013470	0.362720604345814	0.274926972897472
Y68A4B.2	WBGene00013471	0.186227031800439	0.877684891018548
Y68A4B.3	WBGene00013472	0.362722349615886	0.451190424510365
Y69A2AL.1	WBGene00001705	49.5651608855275	101.14941561739
Y69A2AL.2	WBGene00044468	2.86848591464221	2.90060021117799
Y69A2AR.1	WBGene00022074	1690.17165816322	2101.85136537444
Y69A2AR.12	WBGene00022083	0.74080367503107	0.274927675954803
Y69A2AR.13	WBGene00022084	NA	NA
Y69A2AR.14	WBGene00022085	1.66841121118816	0.970575972334313
Y69A2AR.15	WBGene00022086	3.92080885233141	2.74423521055517
Y69A2AR.16	WBGene00022087	1221.9227182652	2011.15267369375
Y69A2AR.17	WBGene00022088	76.9942788646345	127.770682844135
Y69A2AR.18	WBGene00022089	4452.07054085646	5209.95262617073
Y69A2AR.19	WBGene00022090	2.39596508206522	8.21175080400202
Y69A2AR.2	WBGene00004367	770.939820322208	873.547766786067
Y69A2AR.20	WBGene00022091	NA	NA
Y69A2AR.21	WBGene00022092	1434.13909785965	1417.57805002371
Y69A2AR.22	WBGene00022093	5.63531703152687	4.66375771650067
Y69A2AR.23	WBGene00022094	0.186226813323909	1.21487975950084
Y69A2AR.24	WBGene00022095	0.362719801816998	0.218921219329348
Y69A2AR.25	WBGene00022096	0.362721523237428	0.356854248321745
Y69A2AR.26	WBGene00022097	0.740805485229706	0.356855411425592
Y69A2AR.27	WBGene00022098	0.186229851218146	0.356853162504541
Y69A2AR.28	WBGene00022099	2109.00992429444	1745.5638909036
Y69A2AR.29	WBGene00003595	574.486976365299	489.180210957084
Y69A2AR.3	WBGene00022075	594.045579609934	601.896495504488
Y69A2AR.30	WBGene00003161	1891.62028610731	2010.47342277939
Y69A2AR.31	WBGene00022100	208.152296337374	417.726718047926
Y69A2AR.32	WBGene00022101	119.410259227705	111.540058377682
Y69A2AR.4	WBGene00004878	5.56548108118808	10.8172464359572
Y69A2AR.5	WBGene00022076	9.51327906801435	27.2929292741636
Y69A2AR.6	WBGene00022077	391.061489942013	465.51490779567
Y69A2AR.7	WBGene00022078	975.722913755979	1060.41683211636
Y69A2AR.8	WBGene00022079	NA	NA
Y69A2AR.9	WBGene00022080	0.186226685368541	1.12905325383158
Y69E1A.1	WBGene00013473	0.936603179704482	5.31014850205112
Y69E1A.2	WBGene00013474	0.362723105324712	9.34711734661215
Y69E1A.3	WBGene00013475	0.362721270158323	0.551933150884186
Y69E1A.4	WBGene00013476	0.362721523237428	0.356854248321745
Y69E1A.5	WBGene00013477	244.943143943248	327.686130602684
Y69E1A.6	WBGene00005531	5.8388344488027	3.07107188346177
Y69E1A.7	WBGene00000171	0.186229379438537	0.274926316556657
Y69E1A.8	WBGene00013478	0.186230500200202	0.51086744854413
Y69F12A.1	WBGene00022102	1.71957446442856	1.87780031216228
Y69F12A.2	WBGene00000118	312.62360935678	308.771551770496
Y69F12A.3	WBGene00044451	NA	NA
Y69H2.1	WBGene00013479	0.36271933914423	2.35619427854402
Y69H2.10	WBGene00013485	3.41257370986141	4.03592758540478
Y69H2.11	WBGene00013486	0.362719095285967	0.879053718407976
Y69H2.12	WBGene00013487	1.11474440993875	0.218922015130984
Y69H2.14	WBGene00013489	16.823697246094	26.0000758609642
Y69H2.15	WBGene00050884	6.2163342669365	11.3586537317738
Y69H2.17	WBGene00077455	0.362719143527369	0.459731467648499
Y69H2.2	WBGene00013480	NA	NA
Y69H2.3	WBGene00013481	45.0031832466643	61.4973609143197
Y69H2.6	WBGene00006714	231.23191424456	154.31472863888
Y69H2.7	WBGene00013482	817.741331637092	930.68583196829
Y69H2.8	WBGene00013483	0.740806875367994	0.21892172548753
Y69H2.9	WBGene00013484	42.9695069395417	61.2256403875896
Y6B3A.1	WBGene00012386	1120.23800151371	1469.65727685171
Y6B3B.1	WBGene00012387	24.8103335048931	51.4014451611319
Y6B3B.10	WBGene00006505	81.0500796265262	148.845590113598
Y6B3B.11	WBGene00012394	0.720613356498887	0.707091813332285
Y6B3B.3	WBGene00012388	0.656467274768386	1.73006404839318
Y6B3B.4	WBGene00012389	524.632416826593	905.2043644946
Y6B3B.5	WBGene00012390	138.445671280087	164.90870953125
Y6B3B.7	WBGene00012391	41.9961859541565	82.8840026664168
Y6B3B.9	WBGene00012393	126.514302235396	174.363282137819
Y6D11A.1	WBGene00000202	378.00162458523	525.923232246878
Y6D11A.2	WBGene00021170	595.013211548223	532.813287654462
Y6D1A.1	WBGene00012395	840.634693704903	1215.88414741918
Y6D1A.2	WBGene00012396	72.8532567878875	86.2737269029962
Y6E2A.1	WBGene00012397	0.362719801816998	0.218921219329348
Y6E2A.10	WBGene00050915	0.186227231410755	1.39962117150551
Y6E2A.2	WBGene00006156	NA	NA
Y6E2A.4	WBGene00012398	0.968446042475843	1.54774379544305
Y6E2A.5	WBGene00012399	1.3149138822091	0.681632741033987
Y6E2A.6	WBGene00005357	NA	NA
Y6E2A.7	WBGene00012400	0.362722349615886	0.451190424510365
Y6E2A.8	WBGene00012401	0.18622894012451	0.628095658725779
Y6E2A.9	WBGene00012402	0.362719801816998	0.218921219329348
Y6G8.14	WBGene00138715	0.186229379438537	0.274926316556657
Y6G8.15	WBGene00189937	0.18622936134811	0.272190420537235
Y6G8.16	WBGene00194801	0.186229739602114	0.335498678888192
Y6G8.2	WBGene00012404	11.8866089874335	27.301043771402
Y6G8.3	WBGene00012405	544.399425495334	629.372846560185
Y6G8.4	WBGene00012406	NA	NA
Y6G8.5	WBGene00044207	0.186230059618896	0.400429454624393
Y6G8.6	WBGene00044208	NA	NA
Y6G8.8	WBGene00045501	1.30813455829313	0.694041846146984
Y6G8.9	WBGene00050974	0.949955731227589	1.232534057275
Y70C5A.2	WBGene00013490	0.186228342141262	1.35155493116617
Y70C5A.3	WBGene00050904	7.60214579163219	16.1720481850646
Y70C5A.4	WBGene00194799	0.362720115821912	0.347956139072476
Y70C5B.1	WBGene00013491	NA	NA
Y70C5B.2	WBGene00077464	NA	NA
Y70C5C.1	WBGene00013492	16.8335526833764	17.6566514672666
Y70C5C.2	WBGene00013493	1.46225772458416	1.07670193765619
Y70C5C.3	WBGene00013494	0.362720622529369	0.493312209262138
Y70C5C.4	WBGene00005354	0.186229379438537	0.274926316556657
Y70C5C.5	WBGene00013495	0.647702788158225	0.218921630290378
Y70C5C.6	WBGene00003702	2.3735687594071	2.16276515095557
Y70D2A.1	WBGene00013496	20.1497045133614	36.2118633938174
Y70D2A.2	WBGene00013497	95.391245601854	159.536704934389
Y70G10A.2	WBGene00013498	1.46791711148498	1.58608944729069
Y70G10A.3	WBGene00013499	15.3128425038406	47.392858503763
Y71A12B.1	WBGene00004475	5966.59121688788	7601.09269459457
Y71A12B.10	WBGene00013507	1.70317046989758	2.36901331847276
Y71A12B.11	WBGene00013508	1800.58120000548	1862.13781052455
Y71A12B.12	WBGene00013509	1250.74502575977	1112.1307995522
Y71A12B.15	WBGene00013511	33.2354660319856	37.7691636797074
Y71A12B.17	WBGene00045058	476.187873628876	542.912501341343
Y71A12B.2	WBGene00013500	NA	NA
Y71A12B.23	WBGene00195227	0.186229379438537	0.274926316556657
Y71A12B.24	WBGene00195228	NA	NA
Y71A12B.25	WBGene00195229	NA	NA
Y71A12B.3	WBGene00013501	0.652465660054499	1.18784911046362
Y71A12B.4	WBGene00006616	21.4955198408731	36.0714219858212
Y71A12B.5	WBGene00013502	0.186229739602114	0.335498678888192
Y71A12B.6	WBGene00013503	0.186227097502703	0.52805319830437
Y71A12B.8	WBGene00013505	0.362719344365975	2.43417678197015
Y71A12B.9	WBGene00013506	116.192289535874	206.768108188216
Y71A12C.1	WBGene00013512	0.186226897352274	0.803085799766404
Y71A12C.2	WBGene00013513	28.8017256223448	21.3433233027421
Y71D11A.1	WBGene00022103	244.233960218626	386.300275054794
Y71D11A.2	WBGene00004891	2079.18768223779	2305.46281692846
Y71D11A.3	WBGene00022104	145.44024323312	142.824238340304
Y71D11A.5	WBGene00022106	23.1968315366529	57.9608895275142
Y71F9AL.1	WBGene00022107	278.322478223096	284.379083351408
Y71F9AL.10	WBGene00022115	408.041998998851	544.110754087702
Y71F9AL.11	WBGene00022116	2.81237155770002	1.91132241495055
Y71F9AL.12	WBGene00022117	333.670844948206	314.343386842322
Y71F9AL.13	WBGene00004412	5037.51812249043	5832.15361023331
Y71F9AL.14	WBGene00022118	328.040271498034	241.339371343747
Y71F9AL.16	WBGene00000199	908.090439379067	932.130690363733
Y71F9AL.17	WBGene00022119	3662.33871726712	4343.28047032923
Y71F9AL.18	WBGene00004049	340.977881689901	299.846596126783
Y71F9AL.2	WBGene00022108	4.85917357555135	3.65332348503818
Y71F9AL.4	WBGene00022110	29.0571306767055	31.877223042936
Y71F9AL.5	WBGene00001791	55.1275027896806	61.9274200293999
Y71F9AL.6	WBGene00022111	184.148689869553	107.689876656065
Y71F9AL.7	WBGene00022112	1025.28769165608	585.096851080792
Y71F9AL.8	WBGene00022113	52.2538964050259	54.6690255323795
Y71F9AL.9	WBGene00022114	5772.03170274352	6044.14957294535
Y71F9AM.4	WBGene00022121	425.229273087737	524.458906634469
Y71F9AM.5	WBGene00003836	619.520287499566	514.439582692495
Y71F9AM.6	WBGene00022122	5793.0372467105	5951.76299693643
Y71F9AM.8	WBGene00045398	0.186229379438537	0.274926316556657
Y71F9AR.1	WBGene00000237	464.539469624501	725.465011766076
Y71F9AR.2	WBGene00022123	117.128723381345	108.893273063317
Y71F9AR.3	WBGene00022124	260.505782577983	303.75348530784
Y71F9AR.4	WBGene00044894	96.2782304201296	84.2878059578666
Y71F9B.1	WBGene00022125	112.077952023888	104.62586660763
Y71F9B.10	WBGene00004946	3438.07748749275	4318.46908021431
Y71F9B.13	WBGene00022131	48.6030596916926	61.0085180931501
Y71F9B.14	WBGene00022132	0.362719977377719	0.351792025074887
Y71F9B.15	WBGene00022133	0.362719801816998	0.218921219329348
Y71F9B.16	WBGene00001048	629.751484465227	633.790800675903
Y71F9B.2	WBGene00022126	198.312321148554	181.371587415164
Y71F9B.3	WBGene00022127	5309.79560452007	4756.96099803244
Y71F9B.4	WBGene00004920	2439.07156817131	2221.40479794948
Y71F9B.5	WBGene00003006	1019.78717513771	1025.47748244149
Y71F9B.6	WBGene00022128	278.860701126649	415.656395283374
Y71F9B.7	WBGene00004043	361.705308549258	430.973170897218
Y71F9B.8	WBGene00022129	1941.11526632685	1999.68739714561
Y71F9B.9	WBGene00022130	149.639643755348	175.106343441775
Y71G10AL.1	WBGene00022134	2593.46986431004	4127.80994321211
Y71G10AR.1	WBGene00022135	180.206992113163	312.076848222894
Y71G10AR.4	WBGene00044650	278.633177267113	464.089170611313
Y71G12A.2	WBGene00022138	162.918621199649	228.001204847791
Y71G12A.3	WBGene00022139	1733.69825615497	2002.10157646288
Y71G12A.4	WBGene00022140	14.4598733536168	14.1621279960533
Y71G12B.1	WBGene00022141	1708.95748454531	2247.77677299989
Y71G12B.10	WBGene00022150	338.651818600363	294.481738141716
Y71G12B.11	WBGene00022151	7532.80478900424	12000.2011471472
Y71G12B.12	WBGene00022152	746.144754797139	661.353642790239
Y71G12B.13	WBGene00022153	762.564253216678	943.091534351274
Y71G12B.14	WBGene00003080	770.634601002875	670.271669409812
Y71G12B.15	WBGene00006702	4360.37148583084	4485.30586152292
Y71G12B.16	WBGene00022154	16.8837582159992	41.5498576550349
Y71G12B.17	WBGene00022155	54.0693418899757	75.693444563932
Y71G12B.18	WBGene00022156	3.38163545443028	5.74165489336805
Y71G12B.2	WBGene00022142	0.186229485085215	0.791333504038238
Y71G12B.20	WBGene00003111	3431.61467009719	3501.56193449658
Y71G12B.21	WBGene00004168	3.14638931592125	3.70643072324251
Y71G12B.22	WBGene00022157	0.186228584117204	0.484583807102219
Y71G12B.23	WBGene00022158	141.217194276597	191.604456023844
Y71G12B.24	WBGene00022159	153.986973895284	191.010955044416
Y71G12B.25	WBGene00022160	731.637991597523	1494.93349738442
Y71G12B.26	WBGene00022161	14.3796528993254	22.6567577102044
Y71G12B.27	WBGene00022162	0.186230216514903	0.436713173575748
Y71G12B.28	WBGene00022163	0.702500047976923	3.19394909309145
Y71G12B.3	WBGene00022143	0.186228518441269	0.589467016111538
Y71G12B.30	WBGene00044347	16.3564235621403	12.0676975362344
Y71G12B.31	WBGene00044348	9.01835790630278	20.1242619485963
Y71G12B.32	WBGene00044349	0.362719801816998	0.218921219329348
Y71G12B.33	WBGene00044358	3.05504528532839	3.08703575646065
Y71G12B.35	WBGene00185098	74.5372285228042	78.7669568553355
Y71G12B.4	WBGene00022144	114.269320964094	193.579016982219
Y71G12B.5	WBGene00022145	8.16019055331204	19.7959334717881
Y71G12B.6	WBGene00022146	811.029884323578	836.102147797954
Y71G12B.7	WBGene00022147	0.186229732558284	0.33419473796059
Y71G12B.8	WBGene00022148	990.273839480693	1289.51961606515
Y71G12B.9	WBGene00022149	1352.38407563702	2054.45447971613
Y71H10A.1	WBGene00022199	561.380877704032	1011.14817058714
Y71H10A.2	WBGene00022200	156.14847495752	180.538542108486
Y71H10B.1	WBGene00022201	633.626419404701	1008.35479593962
Y71H2AL.1	WBGene00022164	61.4758068197488	101.935033257564
Y71H2AL.2	WBGene00022165	23.7983431821109	18.1159597180613
Y71H2AM.1	WBGene00022166	492.753464437398	519.198457848909
Y71H2AM.10	WBGene00022175	65.2679782606576	99.5825650657535
Y71H2AM.11	WBGene00022176	664.332308194827	654.471044951876
Y71H2AM.12	WBGene00022177	2.0817661677024	2.05425335348396
Y71H2AM.13	WBGene00022178	251.464152251356	275.405228158645
Y71H2AM.14	WBGene00022179	4.83769494020203	17.2787362093402
Y71H2AM.15	WBGene00022180	622.106243649936	1217.29667827489
Y71H2AM.16	WBGene00022181	21.0565796564251	16.191595019156
Y71H2AM.17	WBGene00022182	1451.41753545608	1475.28209633148
Y71H2AM.19	WBGene00002244	1642.83191663885	2552.90553727276
Y71H2AM.2	WBGene00022167	239.145302664218	275.433334419417
Y71H2AM.20	WBGene00022185	886.850495279456	888.54500081834
Y71H2AM.22	WBGene00006695	10.9975248001238	15.0581214162252
Y71H2AM.23	WBGene00007000	1721.85398803314	2524.53735305243
Y71H2AM.24	WBGene00044609	251.386387412599	218.902551649299
Y71H2AM.25	WBGene00044760	7.67515053790587	14.9525030203375
Y71H2AM.3	WBGene00022168	311.514775265033	406.040767131676
Y71H2AM.4	WBGene00022169	NA	NA
Y71H2AM.5	WBGene00022170	4443.27680015798	4708.23621671275
Y71H2AM.6	WBGene00022171	181.341135731048	124.084752051717
Y71H2AM.7	WBGene00022172	52.5229377803229	45.4198036987852
Y71H2AM.8	WBGene00022173	147.54459145198	268.801790159498
Y71H2AM.9	WBGene00022174	246.541621978939	257.615474035812
Y71H2AR.1	WBGene00022188	217.550596758222	273.396624821023
Y71H2AR.2	WBGene00022189	0.362719150341375	0.447038155232576
Y71H2AR.3	WBGene00022190	32.2467669513358	35.3709278626648
Y71H2B.1	WBGene00022191	33.1776431204115	45.8602501374391
Y71H2B.10	WBGene00000160	1868.09062526489	2396.74985287523
Y71H2B.11	WBGene00022198	22.6092267945146	20.0956465811274
Y71H2B.2	WBGene00022192	1101.72741435066	1384.54714525891
Y71H2B.3	WBGene00022193	526.520769130598	543.326907038288
Y71H2B.4	WBGene00022194	35.7962625469614	51.9523742862265
Y71H2B.5	WBGene00022195	317.082158831996	427.615880476243
Y71H2B.6	WBGene00007019	747.242987527354	732.507070108539
Y71H2B.7	WBGene00022196	85.2682114743107	164.798663113698
Y71H2B.8	WBGene00022197	62.7963875045804	97.6134146652704
Y71H9A.1	WBGene00006694	4.00172992912712	7.12735711447624
Y71H9A.2	WBGene00006068	29.5721446650858	58.148180042282
Y71H9A.3	WBGene00006066	690.014244216222	538.756923522249
Y72A10A.1	WBGene00022202	61.5148732592422	114.350606855142
Y73B3A.1	WBGene00022203	498.510486788657	709.237912794534
Y73B3A.10	WBGene00022212	15.0622155243197	28.6509599319511
Y73B3A.11	WBGene00022213	0.740164910397955	0.272282851798611
Y73B3A.12	WBGene00022214	0.362719471905382	1.69384990745778
Y73B3A.13	WBGene00022215	1.45912396938193	0.845396761387456
Y73B3A.14	WBGene00022216	8.88907678795501	7.19037894152895
Y73B3A.15	WBGene00022217	NA	NA
Y73B3A.16	WBGene00022218	0.657847341764757	0.607351008763595
Y73B3A.18	WBGene00022219	92.0314513154624	154.729753472012
Y73B3A.20	WBGene00022221	7.19700222781074	6.26963096514106
Y73B3A.21	WBGene00022222	3.29969606943326	0.939706637650534
Y73B3A.22	WBGene00045295	5.86510820676013	6.42587368383329
Y73B3A.3	WBGene00022205	48.6376825572287	54.0295884721477
Y73B3A.4	WBGene00022206	108.092078961624	133.5669389383
Y73B3A.5	WBGene00022207	0.186229851218146	0.356853162504541
Y73B3A.7	WBGene00022209	NA	NA
Y73B3A.8	WBGene00022210	NA	NA
Y73B3A.9	WBGene00022211	51.0886275112686	56.3043424798394
Y73B3B.1	WBGene00022223	1.90120276184182	1.6685959515841
Y73B3B.2	WBGene00022224	1.38458830297068	0.274344316644748
Y73B3B.3	WBGene00022225	0.186228725667034	0.494837564754353
Y73B6A.1	WBGene00022228	1.02301795012905	3.90492861203526
Y73B6A.2	WBGene00022229	0.186228758562116	0.470975675986412
Y73B6A.3	WBGene00022230	0.729992765719614	0.996932410519443
Y73B6A.4	WBGene00004885	170.584442627465	187.449673986007
Y73B6A.5	WBGene00003030	666.09579869242	964.976908683557
Y73B6A.6	WBGene00044503	13.9600381415158	11.5864288908402
Y73B6BL.1	WBGene00022231	27.1602254449158	29.0505860384927
Y73B6BL.10	WBGene00005735	0.362718884708755	0.985380474639288
Y73B6BL.11	WBGene00005736	0.660754803371008	0.901750667970259
Y73B6BL.12	WBGene00022236	45.5370288038793	9.10645426853867
Y73B6BL.13	WBGene00003237	10.889671539065	14.4279998035018
Y73B6BL.14	WBGene00022237	0.694841636495147	1.69610590758418
Y73B6BL.16	WBGene00022239	2.27325514789025	1.64121848775218
Y73B6BL.18	WBGene00004881	718.944839274265	990.02056678755
Y73B6BL.19	WBGene00022240	15.6016205218097	45.9692452977388
Y73B6BL.2	WBGene00002033	378.077522484823	471.338864071995
Y73B6BL.20	WBGene00022241	0.186229379438537	0.274926316556657
Y73B6BL.21	WBGene00022242	293.815456048025	336.555747974688
Y73B6BL.22	WBGene00022243	0.186229379438537	0.274926316556657
Y73B6BL.23	WBGene00022244	393.957802283165	365.763858123973
Y73B6BL.24	WBGene00022245	104.697199851966	143.631028323999
Y73B6BL.25	WBGene00022246	1.46487868850925	2.27836154261297
Y73B6BL.26	WBGene00022247	4.91521220057851	9.37549888275831
Y73B6BL.269	WBGene00189951	20.7476163508424	17.7372692503453
Y73B6BL.27	WBGene00022248	501.180437679284	463.406045385734
Y73B6BL.270	WBGene00194832	15.9576230014648	30.5866908055268
Y73B6BL.28	WBGene00022249	0.186229379438537	0.274926316556657
Y73B6BL.29	WBGene00022250	96.6216372033262	99.3112572729876
Y73B6BL.3	WBGene00022232	407.498830745634	421.069146276889
Y73B6BL.30	WBGene00022251	290.370188310377	265.726955958307
Y73B6BL.31	WBGene00022252	13.3181371986873	28.1263519526735
Y73B6BL.32	WBGene00003082	951.549890400541	608.994080250387
Y73B6BL.33	WBGene00022253	2405.6246264437	3091.27656779469
Y73B6BL.34	WBGene00000686	2.85767532044033	1.30800571567348
Y73B6BL.35	WBGene00022254	23.971037777159	30.4433494832441
Y73B6BL.36	WBGene00022255	48.1470493983947	30.9982857321716
Y73B6BL.37	WBGene00022256	0.740806875367994	0.21892172548753
Y73B6BL.38	WBGene00022257	945.098151275039	655.15398642211
Y73B6BL.39	WBGene00005724	3.33799856230259	7.46531605058186
Y73B6BL.4	WBGene00022233	439.762532984762	397.718830837424
Y73B6BL.40	WBGene00005737	0.362719801816998	0.218921219329348
Y73B6BL.41	WBGene00005738	NA	NA
Y73B6BL.42	WBGene00043066	20.4852698790307	37.8499378245472
Y73B6BL.43	WBGene00043067	5.09357820013382	6.50234519429925
Y73B6BL.44	WBGene00044350	8.53425093692514	10.3255981004827
Y73B6BL.45	WBGene00044752	0.186229379438537	0.274926316556657
Y73B6BL.47	WBGene00045250	20.5681021793622	45.3469819044191
Y73B6BL.5	WBGene00004783	1811.57605243631	2559.43251207471
Y73B6BL.6	WBGene00022235	11988.6249916195	12906.8584567658
Y73B6BL.7	WBGene00000820	8.70488718049862	10.4404989122009
Y73B6BL.9	WBGene00001853	18124.7809602478	16163.5322382562
Y73B6BR.1	WBGene00004169	287.337315288325	617.441966896442
Y73C8A.1	WBGene00006084	0.18622775041238	2.99012780065387
Y73C8B.1	WBGene00022258	177.059244937782	91.4697707948992
Y73C8B.2	WBGene00022259	295.403457418146	266.003000913506
Y73C8B.3	WBGene00022260	215.161275036258	181.359029598541
Y73C8B.4	WBGene00002246	118.265609712571	181.441925431453
Y73C8B.5	WBGene00044525	6.20068343736589	2.6902594873706
Y73C8C.10	WBGene00022267	0.87795858372267	0.71872655231771
Y73C8C.11	WBGene00006131	0.362721419463085	0.346496158931614
Y73C8C.12	WBGene00044524	NA	NA
Y73C8C.2	WBGene00022261	0.693383885932048	1.87617633895478
Y73C8C.3	WBGene00022262	432.609634568488	548.466592096312
Y73C8C.4	WBGene00022263	0.362720203237069	1.81887293737097
Y73C8C.5	WBGene00006128	0.362721458740604	0.350380747049245
Y73C8C.6	WBGene00006130	0.362719424367279	2.92864985107717
Y73C8C.7	WBGene00022264	0.362720419268352	0.417633847117834
Y73C8C.8	WBGene00022265	753.657486073225	1123.20934130773
Y73C8C.9	WBGene00022266	0.362720604345814	0.274926972897472
Y73E7A.1	WBGene00022268	642.727713593059	676.963192026761
Y73E7A.2	WBGene00022269	428.079131293525	404.803307441874
Y73E7A.3	WBGene00022270	52.0318326042363	63.1327412217172
Y73E7A.4	WBGene00022271	51.748185345209	95.6644578222883
Y73E7A.5	WBGene00022272	1.92203215317905	1.0316063586664
Y73E7A.6	WBGene00022273	469.50268961048	387.804065384306
Y73E7A.7	WBGene00000269	288.883584373341	315.88505419094
Y73E7A.8	WBGene00022274	488.876766592403	836.38076972736
Y73E7A.9	WBGene00044440	210.278628457734	342.10256604526
Y73F4A.1	WBGene00013514	22.4456933804911	33.8323449877935
Y73F4A.2	WBGene00013515	12.941991387962	15.2080750126746
Y73F4A.3	WBGene00013516	1.10741351328917	1.67924356651708
Y73F8A.1	WBGene00004035	2.06961551913056	2.86930987487075
