gene	WBID	chr	start	stop
R03H4.1	WBGene00019849	CHROMOSOME_V	9016169	9019296
R03H4.5	WBGene00019851	CHROMOSOME_V	9019313	9022156
R03H4.6	WBGene00044617	CHROMOSOME_V	9022296	9024784
C25E10.5	WBGene00016095	CHROMOSOME_V	9030525	9032576
C25E10.4	WBGene00016094	CHROMOSOME_V	9033546	9035583
C25E10.2	WBGene00016092	CHROMOSOME_V	9041307	9043655
C25E10.1	WBGene00016091	CHROMOSOME_V	9045148	9046945
C25E10.7	WBGene00016096	CHROMOSOME_V	9050103	9051169
C25E10.8	WBGene00016097	CHROMOSOME_V	9053294	9053995
C25E10.10	WBGene00016099	CHROMOSOME_V	9055301	9056360
H14N18.1	WBGene00006760	CHROMOSOME_V	8936369	8939963
T19A5.3	WBGene00020554	CHROMOSOME_V	8939395	8944041
C25E10.11	WBGene00016100	CHROMOSOME_V	9057520	9058330
F59E11.7	WBGene00019113	CHROMOSOME_V	8990334	8991542
C25E10.13	WBGene00023431	CHROMOSOME_V	9059727	9060459
C25E10.12	WBGene00016101	CHROMOSOME_V	9060471	9062418
T27E4.4	WBGene00020862	CHROMOSOME_V	9067953	9068429
T27E4.5	WBGene00020863	CHROMOSOME_V	9068438	9069672
T27E4.6	WBGene00020864	CHROMOSOME_V	9069842	9073506
T27E4.8	WBGene00002015	CHROMOSOME_V	9087270	9087760
T27E4.3	WBGene00002019	CHROMOSOME_V	9088108	9088595
T27E4.9	WBGene00002020	CHROMOSOME_V	9089257	9089744
T27E4.2	WBGene00002017	CHROMOSOME_V	9090054	9090582
T27E4.1	WBGene00020861	CHROMOSOME_V	9092575	9094425
F21C10.12	WBGene00017661	CHROMOSOME_V	9099758	9101111
F21C10.13	WBGene00195086	CHROMOSOME_V	9122294	9123249
C25E10.3	WBGene00016093	CHROMOSOME_V	9036367	9040267
F21C10.7	WBGene00017657	CHROMOSOME_V	9112767	9122158
F21C10.6	WBGene00017656	CHROMOSOME_V	9124457	9124972
F21C10.5	WBGene00017655	CHROMOSOME_V	9125622	9126122
F21C10.4	WBGene00017654	CHROMOSOME_V	9126637	9127686
F21C10.1	WBGene00017652	CHROMOSOME_V	9132361	9133253
T27E4.7	WBGene00020865	CHROMOSOME_V	9074762	9076615
B0222.1	WBGene00015053	CHROMOSOME_V	9134276	9135553
B0222.2	WBGene00015054	CHROMOSOME_V	9135633	9137696
B0222.3	WBGene00015055	CHROMOSOME_V	9138927	9141375
C25E10.9	WBGene00023417	CHROMOSOME_V	9054200	9054855
F21C10.8	WBGene00004119	CHROMOSOME_V	9109580	9110997
B0222.5	WBGene00015056	CHROMOSOME_V	9152298	9154850
B0222.4	WBGene00006418	CHROMOSOME_V	9144592	9146877
B0222.10	WBGene00015058	CHROMOSOME_V	9158360	9159515
F21C10.11	WBGene00017660	CHROMOSOME_V	9123465	9123818
F21C10.3	WBGene00017653	CHROMOSOME_V	9128842	9130921
F21C10.10	WBGene00017659	CHROMOSOME_V	9095984	9097203
F21C10.9	WBGene00017658	CHROMOSOME_V	9097098	9098674
B0222.7	WBGene00000718	CHROMOSOME_V	9162027	9162982
B0222.11	WBGene00044582	CHROMOSOME_V	9165796	9168018
B0222.9	WBGene00015057	CHROMOSOME_V	9168368	9173001
C24B5.5	WBGene00004107	CHROMOSOME_V	9174065	9175227
C24B5.3	WBGene00004216	CHROMOSOME_V	9178020	9181696
T18H9.4	WBGene00006221	CHROMOSOME_V	9197727	9198964
C24B5.1	WBGene00016044	CHROMOSOME_V	9191590	9195840
C24B5.4	WBGene00016046	CHROMOSOME_V	9195797	9197286
F07C3.2	WBGene00017193	CHROMOSOME_V	9226070	9227469
T18H9.1	WBGene00001695	CHROMOSOME_V	9221866	9224326
F07C3.3	WBGene00017194	CHROMOSOME_V	9227686	9234068
F07C3.4	WBGene00017195	CHROMOSOME_V	9234588	9243141
F07C3.7	WBGene00000003	CHROMOSOME_V	9244378	9246337
F07C3.8	WBGene00006152	CHROMOSOME_V	9248007	9249283
F07C3.1	WBGene00004211	CHROMOSOME_V	9250251	9254200
F07C3.9	WBGene00017197	CHROMOSOME_V	9254314	9254604
C24B5.2	WBGene00016045	CHROMOSOME_V	9175774	9177978
F07C3.10	WBGene00017198	CHROMOSOME_V	9256840	9261101
ZK682.4	WBGene00001954	CHROMOSOME_V	9280678	9282131
T18H9.6	WBGene00007023	CHROMOSOME_V	9209436	9212322
T18H9.7	WBGene00044077	CHROMOSOME_V	9213730	9217219
ZK682.5	WBGene00022789	CHROMOSOME_V	9284123	9287537
ZK682.7	WBGene00022790	CHROMOSOME_V	9290658	9292094
F44A2.3	WBGene00018403	CHROMOSOME_V	9305391	9310902
F44A2.4	WBGene00018404	CHROMOSOME_V	9303301	9304598
F44A2.2	WBGene00018402	CHROMOSOME_V	9318278	9320971
F44A2.7	WBGene00018406	CHROMOSOME_V	9321478	9322982
K07B1.3	WBGene00006729	CHROMOSOME_V	9334746	9336637
ZK682.2	WBGene00022788	CHROMOSOME_V	9263775	9266476
T18H9.2	WBGene00000215	CHROMOSOME_V	9199656	9205105
T18H9.5	WBGene00002132	CHROMOSOME_V	9204679	9207444
F44A2.5	WBGene00018405	CHROMOSOME_V	9297607	9302474
B0222.6	WBGene00000717	CHROMOSOME_V	9159618	9160640
K07B1.8	WBGene00019468	CHROMOSOME_V	9338834	9340910
K07B1.1	WBGene00006623	CHROMOSOME_V	9347112	9348661
K07B1.2	WBGene00000766	CHROMOSOME_V	9336733	9338834
E02C12.3	WBGene00005938	CHROMOSOME_V	9349962	9351308
E02C12.2	WBGene00005937	CHROMOSOME_V	9353222	9354473
E02C12.5	WBGene00001665	CHROMOSOME_V	9356558	9359726
E02C12.13	WBGene00023485	CHROMOSOME_V	9355480	9356491
E02C12.6	WBGene00017092	CHROMOSOME_V	9369472	9371062
E02C12.9	WBGene00017094	CHROMOSOME_V	9373929	9374818
E02C12.11	WBGene00017096	CHROMOSOME_V	9379410	9379884
E02C12.10	WBGene00017095	CHROMOSOME_V	9375074	9378380
K07B1.7	WBGene00019467	CHROMOSOME_V	9345028	9346938
K07B1.6	WBGene00019466	CHROMOSOME_V	9342770	9344194
F36D4.2	WBGene00018088	CHROMOSOME_V	9400300	9401865
E02C12.4	WBGene00017091	CHROMOSOME_V	9354496	9355453
F36D4.4	WBGene00018089	CHROMOSOME_V	9401905	9406336
F36D4.7	WBGene00044555	CHROMOSOME_V	9414095	9414489
F36D4.6	WBGene00018091	CHROMOSOME_V	9426827	9427499
Y54B9A.1	WBGene00021821	CHROMOSOME_V	9439135	9439525
E02C12.12	WBGene00017097	CHROMOSOME_V	9380043	9382312
F07D3.3	WBGene00008556	CHROMOSOME_V	9460661	9462661
F07D3.2	WBGene00001449	CHROMOSOME_V	9471948	9473784
E02C12.8	WBGene00017093	CHROMOSOME_V	9371615	9373566
K06A4.1	WBGene00003522	CHROMOSOME_V	9478139	9479580
K06A4.6	WBGene00010596	CHROMOSOME_V	9480535	9481113
K06A4.10	WBGene00077497	CHROMOSOME_V	9489499	9489776
K06A4.7	WBGene00010597	CHROMOSOME_V	9489909	9491468
F44A2.1	WBGene00006499	CHROMOSOME_V	9323186	9327189
K07B1.5	WBGene00019465	CHROMOSOME_V	9327134	9333040
K07B1.4	WBGene00019464	CHROMOSOME_V	9328945	9331496
K06A4.4	WBGene00010594	CHROMOSOME_V	9501374	9504554
K06A4.3	WBGene00010593	CHROMOSOME_V	9497026	9499354
K06A4.5	WBGene00010595	CHROMOSOME_V	9505664	9507090
C50F4.9	WBGene00008234	CHROMOSOME_V	9523144	9524177
F36D4.3	WBGene00002036	CHROMOSOME_V	9386129	9400044
C50F4.10	WBGene00008235	CHROMOSOME_V	9529984	9531553
K06A4.2	WBGene00010592	CHROMOSOME_V	9485740	9489009
C50F4.2	WBGene00008230	CHROMOSOME_V	9531794	9534513
C50F4.3	WBGene00008231	CHROMOSOME_V	9534901	9536380
F11A3.1	WBGene00008669	CHROMOSOME_V	9508072	9510407
F11A3.2	WBGene00008670	CHROMOSOME_V	9513829	9517550
C50F4.8	WBGene00008233	CHROMOSOME_V	9517216	9518851
F36D4.1	WBGene00018087	CHROMOSOME_V	9417006	9419275
F36D4.5	WBGene00018090	CHROMOSOME_V	9419270	9425738
C50F4.1	WBGene00008229	CHROMOSOME_V	9526708	9529226
C50F4.11	WBGene00003160	CHROMOSOME_V	9541757	9544202
C50F4.4	WBGene00008232	CHROMOSOME_V	9536760	9537557
C50F4.12	WBGene00008236	CHROMOSOME_V	9537540	9539711
F25B3.1	WBGene00009098	CHROMOSOME_V	9550619	9556005
F25B3.3	WBGene00009100	CHROMOSOME_V	9556691	9561595
H24G06.1	WBGene00019237	CHROMOSOME_V	9446148	9460615
F25B3.2	WBGene00009099	CHROMOSOME_V	9577103	9579922
F25B3.6	WBGene00009103	CHROMOSOME_V	9580016	9582620
C50F4.16	WBGene00008238	CHROMOSOME_V	9539817	9541583
C50F4.5	WBGene00001915	CHROMOSOME_V	9545497	9546809
C50F4.6	WBGene00001910	CHROMOSOME_V	9546352	9546814
K09G1.3	WBGene00010729	CHROMOSOME_V	9597326	9597542
K09G1.2	WBGene00010728	CHROMOSOME_V	9590608	9591232
C50F4.13	WBGene00001909	CHROMOSOME_V	9544626	9545266
T06E4.11	WBGene00004146	CHROMOSOME_V	9615848	9617515
T06E4.10	WBGene00011537	CHROMOSOME_V	9618208	9618995
C50F4.7	WBGene00001911	CHROMOSOME_V	9547041	9547585
C50F4.14	WBGene00008237	CHROMOSOME_V	9547583	9549812
T06E4.9	WBGene00011536	CHROMOSOME_V	9620120	9620931
T06E4.8	WBGene00011535	CHROMOSOME_V	9622154	9622910
T06E4.14	WBGene00077691	CHROMOSOME_V	9625400	9626245
F25B3.4	WBGene00009101	CHROMOSOME_V	9565529	9569018
F25B3.5	WBGene00009102	CHROMOSOME_V	9566597	9570269
T06E4.5	WBGene00011533	CHROMOSOME_V	9631215	9632232
K09G1.4	WBGene00001053	CHROMOSOME_V	9608537	9614918
T06E4.6	WBGene00000719	CHROMOSOME_V	9629918	9630987
T06E4.1	WBGene00001830	CHROMOSOME_V	9645815	9650285
B0331.1	WBGene00007140	CHROMOSOME_V	9654680	9657925
B0331.2	WBGene00007141	CHROMOSOME_V	9658906	9661590
ZK287.3	WBGene00013964	CHROMOSOME_V	9678250	9679277
ZK287.9	WBGene00013968	CHROMOSOME_V	9679378	9680219
T06E4.4	WBGene00000720	CHROMOSOME_V	9632246	9633313
ZK287.4	WBGene00013965	CHROMOSOME_V	9680350	9685635
ZK287.6	WBGene00013966	CHROMOSOME_V	9691012	9692135
T06E4.7	WBGene00011534	CHROMOSOME_V	9626379	9628119
T06E4.12	WBGene00044011	CHROMOSOME_V	9628000	9629086
B0222.8	WBGene00000599	CHROMOSOME_V	9164271	9165284
T06E4.3	WBGene00000226	CHROMOSOME_V	9634836	9645478
F40F9.3	WBGene00009581	CHROMOSOME_V	9715193	9716356
F40F9.10	WBGene00009586	CHROMOSOME_V	9711438	9713607
F40F9.4	WBGene00006230	CHROMOSOME_V	9716671	9718026
ZK287.5	WBGene00004320	CHROMOSOME_V	9689657	9690591
F40F9.5	WBGene00009582	CHROMOSOME_V	9719715	9724093
ZK287.8	WBGene00001842	CHROMOSOME_V	9697104	9701527
ZK287.7	WBGene00013967	CHROMOSOME_V	9692874	9694783
ZK287.1	WBGene00013962	CHROMOSOME_V	9666675	9670186
ZK287.2	WBGene00013963	CHROMOSOME_V	9669976	9673547
F40F9.8	WBGene00009585	CHROMOSOME_V	9734077	9735291
F58E6.13	WBGene00077697	CHROMOSOME_V	9745215	9746251
F58E6.3	WBGene00010252	CHROMOSOME_V	9748040	9749203
F58E6.4	WBGene00010253	CHROMOSOME_V	9749851	9750383
F58E6.6	WBGene00010255	CHROMOSOME_V	9752051	9752837
K09G1.1	WBGene00010727	CHROMOSOME_V	9583571	9590499
F58E6.5	WBGene00010254	CHROMOSOME_V	9753400	9754554
F40F9.1	WBGene00009580	CHROMOSOME_V	9705330	9707822
F40F9.2	WBGene00006470	CHROMOSOME_V	9707524	9709789
F58E6.10	WBGene00006778	CHROMOSOME_V	9764620	9769337
F58E6.8	WBGene00010257	CHROMOSOME_V	9755051	9755784
F46B6.2	WBGene00009768	CHROMOSOME_V	9772405	9774857
F46B6.4	WBGene00009769	CHROMOSOME_V	9777860	9779493
F40F9.6	WBGene00009583	CHROMOSOME_V	9725921	9729485
F58E6.7	WBGene00010256	CHROMOSOME_V	9756442	9756994
F58E6.11	WBGene00010258	CHROMOSOME_V	9756929	9757962
F40F9.9	WBGene00000172	CHROMOSOME_V	9737566	9744206
F58E6.12	WBGene00077696	CHROMOSOME_V	9739690	9740845
F58E6.1	WBGene00010251	CHROMOSOME_V	9741197	9744206
F46B6.6	WBGene00009771	CHROMOSOME_V	9783141	9786844
F46B6.8	WBGene00009773	CHROMOSOME_V	9791546	9793367
F46B6.13	WBGene00044192	CHROMOSOME_V	9798901	9799155
F46B6.9	WBGene00009774	CHROMOSOME_V	9796837	9798192
F46B6.10	WBGene00009775	CHROMOSOME_V	9801438	9802004
F40F9.7	WBGene00009584	CHROMOSOME_V	9730086	9734003
C50C10.1	WBGene00005700	CHROMOSOME_V	9805436	9806576
F46B6.11	WBGene00005702	CHROMOSOME_V	9803451	9804583
F46B6.12	WBGene00009776	CHROMOSOME_V	9774874	9775812
F46B6.3	WBGene00004882	CHROMOSOME_V	9775911	9777719
C50C10.8	WBGene00005696	CHROMOSOME_V	9807610	9809408
C50C10.3	WBGene00005693	CHROMOSOME_V	9813813	9814983
C50C10.4	WBGene00005694	CHROMOSOME_V	9816665	9817838
C50C10.2	WBGene00005692	CHROMOSOME_V	9811436	9812595
C50C10.6	WBGene00006232	CHROMOSOME_V	9820529	9821800
C50C10.7	WBGene00006070	CHROMOSOME_V	9822594	9824225
R07B5.3	WBGene00005703	CHROMOSOME_V	9832406	9833976
R07B5.4	WBGene00005701	CHROMOSOME_V	9834438	9836064
R07B5.5	WBGene00011084	CHROMOSOME_V	9837954	9839564
T11A5.3	WBGene00011702	CHROMOSOME_V	9869862	9871415
T11A5.2	WBGene00011701	CHROMOSOME_V	9866603	9868387
F46B6.7	WBGene00009772	CHROMOSOME_V	9786924	9789683
T11A5.5	WBGene00011704	CHROMOSOME_V	9880089	9881157
T11A5.7	WBGene00043059	CHROMOSOME_V	9876662	9878777
T11A5.6	WBGene00011705	CHROMOSOME_V	9882013	9885936
F46B6.5	WBGene00009770	CHROMOSOME_V	9779525	9783040
C50H2.1	WBGene00008239	CHROMOSOME_V	9889814	9894826
C50H2.4	WBGene00008240	CHROMOSOME_V	9916950	9917921
C50H2.5	WBGene00008241	CHROMOSOME_V	9918745	9919766
C50H2.6	WBGene00008242	CHROMOSOME_V	9921312	9922170
C50H2.7	WBGene00008243	CHROMOSOME_V	9923260	9924027
T07C12.14	WBGene00044204	CHROMOSOME_V	9930994	9932342
T07C12.1	WBGene00005618	CHROMOSOME_V	9935523	9937511
R07B5.6	WBGene00005699	CHROMOSOME_V	9841651	9843155
T07C12.13	WBGene00011577	CHROMOSOME_V	9943314	9943588
T07C12.6	WBGene00011570	CHROMOSOME_V	9944368	9945871
T07C12.15	WBGene00077775	CHROMOSOME_V	9946300	9948954
T07C12.10	WBGene00011574	CHROMOSOME_V	9959972	9960313
C27H6.2	WBGene00007784	CHROMOSOME_V	9978766	9980745
T07C12.11	WBGene00011575	CHROMOSOME_V	9960847	9962450
C50H2.13	WBGene00008246	CHROMOSOME_V	9926519	9927836
T07C12.12	WBGene00011576	CHROMOSOME_V	9927757	9930751
C27H6.3	WBGene00007785	CHROMOSOME_V	9981260	9982740
T07C12.8	WBGene00011572	CHROMOSOME_V	9952212	9956859
T07C12.9	WBGene00011573	CHROMOSOME_V	9956855	9958307
K08H10.7	WBGene00004323	CHROMOSOME_V	9987890	9991618
K08H10.9	WBGene00010699	CHROMOSOME_V	9991827	9992768
K08H10.6	WBGene00010698	CHROMOSOME_V	9993707	9995859
T07C12.7	WBGene00011571	CHROMOSOME_V	9951201	9952153
C50H2.2	WBGene00001211	CHROMOSOME_V	9899562	9907620
C50H2.3	WBGene00003173	CHROMOSOME_V	9907607	9915063
C50H2.10	WBGene00008244	CHROMOSOME_V	9905887	9906157
C50H2.12	WBGene00008245	CHROMOSOME_V	9914171	9914441
K08H10.10	WBGene00077491	CHROMOSOME_V	10001093	10002540
R07B5.7	WBGene00005671	CHROMOSOME_V	9843841	9846137
R07B5.9	WBGene00045419	CHROMOSOME_V	9846126	9859939
T06E8.2	WBGene00011544	CHROMOSOME_V	10035683	10036389
C27H6.8	WBGene00007787	CHROMOSOME_V	9986396	9987766
C27H6.1	WBGene00006777	CHROMOSOME_V	9966379	9976202
F57A8.8	WBGene00010183	CHROMOSOME_V	10064478	10064915
F57A8.4	WBGene00010179	CHROMOSOME_V	10067062	10068817
F57A8.5	WBGene00010180	CHROMOSOME_V	10069343	10070616
F57A8.6	WBGene00010181	CHROMOSOME_V	10071919	10073868
F57A8.7	WBGene00010182	CHROMOSOME_V	10075723	10077779
R04B5.1	WBGene00011001	CHROMOSOME_V	10077879	10078306
R04B5.3	WBGene00011002	CHROMOSOME_V	10080093	10081714
K08H10.4	WBGene00010697	CHROMOSOME_V	10004667	10007459
R04B5.6	WBGene00011004	CHROMOSOME_V	10085255	10087288
R04B5.5	WBGene00011003	CHROMOSOME_V	10087463	10088975
F57A8.1	WBGene00010177	CHROMOSOME_V	10037315	10047760
R04B5.11	WBGene00011008	CHROMOSOME_V	10090666	10091227
R04B5.7	WBGene00011005	CHROMOSOME_V	10089131	10090536
C08B6.14	WBGene00044044	CHROMOSOME_V	10100130	10101991
F57A8.2	WBGene00010178	CHROMOSOME_V	10049261	10054891
F57A8.3	WBGene00006169	CHROMOSOME_V	10052130	10053787
R04B5.8	WBGene00005127	CHROMOSOME_V	10094694	10096286
R04B5.9	WBGene00011006	CHROMOSOME_V	10096279	10098569
R04B5.4	WBGene00003611	CHROMOSOME_V	10082115	10084018
C08B6.13	WBGene00044012	CHROMOSOME_V	10121108	10122745
C27H6.9	WBGene00077500	CHROMOSOME_V	9982855	9983907
C27H6.4	WBGene00007786	CHROMOSOME_V	9983894	9986264
C08B6.6	WBGene00007427	CHROMOSOME_V	10123612	10124729
C08B6.2	WBGene00007423	CHROMOSOME_V	10105686	10106666
C08B6.5	WBGene00007426	CHROMOSOME_V	10117739	10119663
C08B6.12	WBGene00007432	CHROMOSOME_V	10119548	10120961
C08B6.1	WBGene00007422	CHROMOSOME_V	10102565	10104921
C08B6.8	WBGene00007429	CHROMOSOME_V	10134635	10143065
C51E3.2	WBGene00008248	CHROMOSOME_V	10150704	10152134
C51E3.3	WBGene00008249	CHROMOSOME_V	10152557	10154731
C08B6.4	WBGene00007425	CHROMOSOME_V	10114739	10117311
C51E3.4	WBGene00008250	CHROMOSOME_V	10154972	10156356
C08B6.11	WBGene00007431	CHROMOSOME_V	10107763	10109873
C08B6.3	WBGene00007424	CHROMOSOME_V	10109372	10113440
C51E3.5	WBGene00008251	CHROMOSOME_V	10158807	10160272
C51E3.6	WBGene00008252	CHROMOSOME_V	10164110	10166431
ZK856.4	WBGene00014105	CHROMOSOME_V	10183257	10184420
ZK856.1	WBGene00000840	CHROMOSOME_V	10179508	10183129
C08B6.10	WBGene00007430	CHROMOSOME_V	10125026	10127512
C08B6.9	WBGene00000142	CHROMOSOME_V	10127468	10130272
C51E3.9	WBGene00008254	CHROMOSOME_V	10145926	10149306
C51E3.1	WBGene00008247	CHROMOSOME_V	10148626	10150523
ZK856.6	WBGene00014107	CHROMOSOME_V	10198677	10199687
C08B6.7	WBGene00007428	CHROMOSOME_V	10130378	10134125
ZK856.16	WBGene00050936	CHROMOSOME_V	10205214	10205557
K08H10.1	WBGene00002263	CHROMOSOME_V	10011846	10023212
K08H10.3	WBGene00010696	CHROMOSOME_V	10011898	10013902
K08H10.2	WBGene00010695	CHROMOSOME_V	10022473	10028135
T06E8.1	WBGene00011543	CHROMOSOME_V	10028122	10031069
ZK856.11	WBGene00014112	CHROMOSOME_V	10203744	10205057
ZK856.10	WBGene00014111	CHROMOSOME_V	10205651	10206575
ZK856.13	WBGene00014114	CHROMOSOME_V	10206592	10210319
C51E3.10	WBGene00008255	CHROMOSOME_V	10160411	10161090
C12D8.13	WBGene00007540	CHROMOSOME_V	10219428	10220444
C12D8.18	WBGene00044174	CHROMOSOME_V	10221010	10221391
C12D8.19	WBGene00044175	CHROMOSOME_V	10221635	10221937
ZK856.5	WBGene00014106	CHROMOSOME_V	10184700	10190113
ZK856.18	WBGene00194912	CHROMOSOME_V	10184724	10185963
C12D8.4	WBGene00007535	CHROMOSOME_V	10226858	10227408
C12D8.14	WBGene00007541	CHROMOSOME_V	10228025	10228379
ZK856.14	WBGene00044020	CHROMOSOME_V	10217052	10218996
C12D8.15	WBGene00007542	CHROMOSOME_V	10228690	10229215
ZK856.9	WBGene00006489	CHROMOSOME_V	10210411	10212103
C12D8.16	WBGene00007543	CHROMOSOME_V	10229785	10230108
ZK856.12	WBGene00014113	CHROMOSOME_V	10212922	10216685
C12D8.20	WBGene00194780	CHROMOSOME_V	10222280	10223495
C12D8.5	WBGene00007536	CHROMOSOME_V	10223420	10225696
C51E3.7	WBGene00001172	CHROMOSOME_V	10169150	10173729
C12D8.17	WBGene00007544	CHROMOSOME_V	10231241	10231510
C12D8.12	WBGene00006226	CHROMOSOME_V	10231681	10233389
C12D8.8	WBGene00000721	CHROMOSOME_V	10241758	10242693
ZK856.7	WBGene00014108	CHROMOSOME_V	10201829	10202573
ZK856.8	WBGene00014109	CHROMOSOME_V	10202313	10203461
Y22F5A.1	WBGene00012494	CHROMOSOME_V	10256334	10258754
Y22F5A.2	WBGene00005530	CHROMOSOME_V	10258635	10260529
C12D8.6	WBGene00007537	CHROMOSOME_V	10239620	10240160
Y22F5A.5	WBGene00003091	CHROMOSOME_V	10280284	10281445
C12D8.21	WBGene00195157	CHROMOSOME_V	10240547	10241163
Y22F5A.6	WBGene00003092	CHROMOSOME_V	10282178	10283423
C12D8.9	WBGene00007538	CHROMOSOME_V	10242829	10243153
B0024.3	WBGene00007096	CHROMOSOME_V	10287538	10289247
Y22F5A.3	WBGene00004364	CHROMOSOME_V	10261104	10270289
B0024.4	WBGene00007097	CHROMOSOME_V	10297373	10298957
B0024.2	WBGene00000723	CHROMOSOME_V	10293492	10294596
B0024.8	WBGene00000491	CHROMOSOME_V	10299447	10307329
C12D8.1	WBGene00007534	CHROMOSOME_V	10236132	10238836
B0024.6	WBGene00001533	CHROMOSOME_V	10308265	10314343
Y22F5A.4	WBGene00003090	CHROMOSOME_V	10277801	10279102
K07C5.2	WBGene00010625	CHROMOSOME_V	10339476	10340947
K07C5.13	WBGene00050947	CHROMOSOME_V	10342508	10342589
B0024.15	WBGene00007104	CHROMOSOME_V	10289695	10291685
B0024.1	WBGene00000722	CHROMOSOME_V	10291670	10292843
K07C5.9	WBGene00010632	CHROMOSOME_V	10346638	10350129
B0024.13	WBGene00007102	CHROMOSOME_V	10320689	10322190
B0024.11	WBGene00007101	CHROMOSOME_V	10317464	10319509
B0024.12	WBGene00001646	CHROMOSOME_V	10319508	10320161
C12D8.10	WBGene00000102	CHROMOSOME_V	10248879	10252870
C12D8.11	WBGene00004405	CHROMOSOME_V	10252796	10255032
K07C5.1	WBGene00000200	CHROMOSOME_V	10334986	10338334
B0024.9	WBGene00007099	CHROMOSOME_V	10314615	10315751
B0024.10	WBGene00007100	CHROMOSOME_V	10315224	10317371
K07C5.5	WBGene00010628	CHROMOSOME_V	10356258	10357880
AC3.1	WBGene00005532	CHROMOSOME_V	10368532	10369845
K07C5.7	WBGene00010630	CHROMOSOME_V	10358527	10361553
AC3.2	WBGene00007070	CHROMOSOME_V	10372117	10374238
K07C5.8	WBGene00010631	CHROMOSOME_V	10362237	10365991
AC3.4	WBGene00004098	CHROMOSOME_V	10382418	10383953
AC3.3	WBGene00000024	CHROMOSOME_V	10380315	10381800
AC3.10	WBGene00004964	CHROMOSOME_V	10384133	10385688
AC3.6	WBGene00000724	CHROMOSOME_V	10393507	10395209
AC3.7	WBGene00007072	CHROMOSOME_V	10395653	10397794
AC3.8	WBGene00007073	CHROMOSOME_V	10398786	10401290
B0024.14	WBGene00007103	CHROMOSOME_V	10322261	10332087
K07C5.3	WBGene00010626	CHROMOSOME_V	10343006	10345465
F15H10.12	WBGene00195181	CHROMOSOME_V	10409739	10410068
F15H10.8	WBGene00008875	CHROMOSOME_V	10401433	10402804
F15H10.7	WBGene00008874	CHROMOSOME_V	10403160	10406401
K07C5.4	WBGene00010627	CHROMOSOME_V	10350447	10352957
K07C5.6	WBGene00010629	CHROMOSOME_V	10353562	10355801
F15H10.9	WBGene00044013	CHROMOSOME_V	10413308	10414669
F15H10.6	WBGene00008873	CHROMOSOME_V	10410216	10412126
F15H10.5	WBGene00008872	CHROMOSOME_V	10417697	10419030
F15H10.10	WBGene00044014	CHROMOSOME_V	10415878	10417002
AC3.5	WBGene00007071	CHROMOSOME_V	10388446	10393480
F15H10.2	WBGene00000602	CHROMOSOME_V	10420866	10421869
F22E12.3	WBGene00009060	CHROMOSOME_V	10459164	10463247
F22E12.2	WBGene00009059	CHROMOSOME_V	10462258	10464637
F15H10.4	WBGene00008871	CHROMOSOME_V	10426609	10428708
Y32F6A.4	WBGene00012529	CHROMOSOME_V	10428703	10433581
Y32F6B.2	WBGene00003570	CHROMOSOME_V	10486449	10490025
C35A5.1	WBGene00000173	CHROMOSOME_V	10491719	10493245
C35A5.2	WBGene00007946	CHROMOSOME_V	10493382	10496445
Y32F6B.3	WBGene00012532	CHROMOSOME_V	10478566	10480942
Y32F6B.1	WBGene00012531	CHROMOSOME_V	10480922	10484717
C35A5.10	WBGene00044016	CHROMOSOME_V	10504169	10505266
Y32F6A.1	WBGene00012527	CHROMOSOME_V	10436922	10441121
Y32F6A.2	WBGene00004909	CHROMOSOME_V	10438342	10440772
F15H10.1	WBGene00000601	CHROMOSOME_V	10423883	10425069
F15H10.3	WBGene00000144	CHROMOSOME_V	10425338	10426363
C35A5.5	WBGene00007949	CHROMOSOME_V	10505826	10507920
C35A5.7	WBGene00007951	CHROMOSOME_V	10510660	10514347
C35A5.8	WBGene00007952	CHROMOSOME_V	10521965	10525884
C35A5.4	WBGene00007948	CHROMOSOME_V	10497035	10499387
C35A5.3	WBGene00007947	CHROMOSOME_V	10499359	10501374
C35A5.9	WBGene00007953	CHROMOSOME_V	10526146	10528372
F25D1.3	WBGene00009108	CHROMOSOME_V	10528729	10530609
F25D1.2	WBGene00009107	CHROMOSOME_V	10530616	10532824
F25D1.8	WBGene00195256	CHROMOSOME_V	10539389	10539901
C35A5.11	WBGene00044024	CHROMOSOME_V	10502092	10503022
F32G8.2	WBGene00009338	CHROMOSOME_V	10549993	10554188
F32G8.1	WBGene00005112	CHROMOSOME_V	10547573	10548979
Y32F6A.3	WBGene00012528	CHROMOSOME_V	10441955	10452910
Y32F6A.5	WBGene00012530	CHROMOSOME_V	10446510	10453758
F22E12.1	WBGene00009058	CHROMOSOME_V	10453564	10457324
C35A5.6	WBGene00007950	CHROMOSOME_V	10509032	10510457
F25D1.4	WBGene00009109	CHROMOSOME_V	10540356	10545718
F25D1.5	WBGene00009110	CHROMOSOME_V	10545716	10546838
F32G8.3	WBGene00009339	CHROMOSOME_V	10554592	10555215
F32G8.5	WBGene00000725	CHROMOSOME_V	10560897	10562166
F22E12.4	WBGene00001178	CHROMOSOME_V	10468387	10476929
T21C9.6	WBGene00011893	CHROMOSOME_V	10581863	10587095
T21C9.7	WBGene00005189	CHROMOSOME_V	10587143	10588771
T21C9.8	WBGene00011894	CHROMOSOME_V	10589068	10589935
